word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
slake,(물을 마셔) 갈증을 해소하다,满足,,/sleɪk/,,"satisfy, take the edge off, sate, satiate, relieve, assuage, gratify","From Middle English slaken (“to render slack, to slake”), from Middle English sleacian, from sleac (“slack”).
",[VERB],"If you slake your thirst, you drink something that stops you being thirsty.",
acidulous,신맛이 나는,带酸味的,记忆技巧：acid 酸的 + ul〔= ule 小…〕+ ous …的 → 微酸的,/əˈsɪdʒʊləs/,,"sour, tart, bitter, unsweetened, sharp, biting, acrid, pungent, acerbic, vinegary, vinegarish, acetic, acetous","From Latin acidulus (“sourish, acidulous”), diminutive of acidus (“acid, sour”). See acid.
",[ADJ],rather sour,
chronic,만성적인,（尤指疾病或不好的事物）慢性的，长期的,,/ˈkrɒnɪk/,,"long-standing, long-term, constantly recurring","From chronical, from Old French cronike, from Latin chronicus, from Ancient Greek χρονικός (khronikós, “of time”), from χρόνος (khrónos, “time”).
",[ADJ],A chronic illness or disability lasts for a very long time. Compare acute.,
admonish,"꾸짖다, 책망하다",告诫；警告；责备,,/ədˈmɒnɪʃ/,,"rebuke, scold, reprove, upbraid, chastise, chide, censure, castigate, lambaste, berate, reproach, lecture, criticize, take to task, pull up, read the Riot Act to, give a piece of one's mind to, haul over the coals","Middle English admonesten or admonissen, from Old French amonester (modern French admonester), from an unattested Late Latin or Vulgar Latin *admonestrāre, from Latin admoneō (“remind, warn”), from ad + moneō (“warn, advise”). See premonition.
",[VERB],"If you admonish someone, you tell them very seriously that they have done something wrong.",
agnostic,불가지론자,不可知论者（对神存在与否不能肯定或认为不可知）,,/aɡˈnɒstɪk/,,"doubter, questioner, doubting Thomas, challenger, scoffer, cynic","First attested in 1870; coined by Thomas Huxley. Either from Ancient Greek ἄγνωστος (ágnōstos, “ignorant, not knowing”) or from a- +‎ Gnostic. Deriving (either way) from Ancient Greek ἀ- (a-, “not”) + γιγνώσκω (gignṓskō, “I know”).
",[NOUN],An agnostic believes that it is not possible to know whether God exists or not. Compare atheist.,
sectarian,종파(宗派)의,（人）派系的，教派性的，（尤指）排斥其他信仰的；有门户之见的,,/sɛkˈtɛːrɪən/,,"schismatic, cliquish, clannish, partisan, parti pris","From Medieval Latin sectarius  +‎ -an
",[ADJ],Sectarian means resulting from the differences between different religions.,
chaste,(육체적으로) 순결한,纯洁的；贞洁的,,/tʃeɪst/,,"virgin, intact, maidenly, maiden, unmarried, unwed","Borrowed from Old French chaste (“morally pure”), from Latin castus (“pure”).
",[ADJ],"If you describe a person or their behaviour as chaste, you mean that they do not have sex with anyone, or they only have sex with their husband or wife.",
eon,,极长的时期；万古,,/ˈēən/,,"lifetime, duration, length of life","Borrowed from Ancient Greek αἰών (aiṓn, “age”).
",[etc.],→ see aeon,
scion,(특히 명문가의) 자손,豪门望族的后裔，富家子弟,,/ˈsʌɪən/,,"graft, slip","From Middle English sion, sioun, syon, scion, cion, from Old French cion, ciun, cyon, sion; from Frankish *kīþō, *kīþ, from Proto-Germanic *kīþô, *kīþą, *kīþaz (“sprout”), from Proto-Indo-European *geye (“to split open, sprout”), same source as Old English ċīþ (“a young shoot; sprout; germ; sprig”), Old Saxon kīth (“sprout; germ”), Old High German kīdi (“offshoot; sprout; germ”). See also French scion and Picard chion.[1] Doublet of chit.
",[NOUN],A scion of a rich or famous family is one of its younger or more recent members.,
auspice,"[보통 pl.] 원조, 찬조, 보호(patronage)",吉兆;（复数）支持；赞助；资助；主办；保护;（以飞鸟行动为根据的）占卜,记忆技巧：au〔= av 鸟〕+ spic 看 + e → 看到鸟〔喜鹊〕→ 吉兆,/ˈɔːspɪs/,,"aegis, umbrella, protection, guidance, support, backing, guardianship, trusteeship, sponsorship, supervision, influence, control, charge, responsibility, keeping, care","From Middle French auspice, from Latin auspicium, in turn from auspex.
",[NOUN],patronage or guidance (esp in the phrase under the auspices of),
duplicity,"이중성, 표리부동",欺骗；（尤指）搞两面派,,/djuːˈplɪsɪti/,,"deceit, deception, deviousness, two-facedness, double-dealing, underhandedness, dishonesty, falseness, falsity, fraud, fraudulence, sharp practice, swindling, cheating, chicanery, trickery, craft, guile, artifice, subterfuge, skulduggery, treachery, unfairness, unjustness, perfidy, improbity","From Latin duplicare (double).
",[NOUN],"If you accuse someone of duplicity, you mean that they are deceitful.","until the cows come home, until one is blue in the face"
ontology,존재론,本体论,,/ɒnˈtɒlədʒi/,,,"Originally Latin ontologia (1606, Ogdoas Scholastica, by Jacob Lorhard (Lorhardus)), from Ancient Greek ὤν (ṓn, “on”), present participle of εἰμί (eimí, “being, existing, essence”) + λόγος (lógos, “account”).
",[NOUN],Ontology is the branch of philosophy that deals with the nature of existence.,
certitude,확신,确定；确信,,/ˈsəːtɪtjuːd/,,"confidence, sureness, positiveness, conviction, reliability, assuredness, assurance","From Middle French certitude, from Late Latin certitūdō, from Latin certus.
",[NOUN],Certitude is the same as certainty.,
extrapolate,(…을 기반으로) 추론[추정]하다,推断；推知,,/ɪkˈstrapəleɪt/,,"predict, estimate, calculate, gauge, reckon, expect, extrapolate","From extra- +‎ (inter)polate.
",[VERB],"If you extrapolate from known facts, you use them as a basis for general statements about a situation or about what is likely to happen in the future.",
perjury,위증죄,伪证罪,,/ˈpəːdʒ(ə)ri/,,"violation of an oath, giving false evidence, giving false testimony, bearing false testimony, bearing false witness, forswearing oneself, making false statements, wilful falsehood","From Anglo-Norman perjurie, from Latin perjurare (“swear falsely”), from per- +‎ jūrāre.
",[NOUN],"If someone who is giving evidence in a court of law commits perjury, they lie.",
carousal,"흥청거림, 큰 술잔치[연회]",喧闹的酒宴,,/kəˈraʊz(ə)l/,,,"carouse +‎ -al
",[NOUN],a merry drinking party,
sanguine,"낙관적인, 자신감이 넘치는",乐观的，乐天的,,/ˈsaŋɡwɪn/,,"bullish, hopeful, buoyant, positive, disposed to look on the bright side, confident, cheerful, cheery, bright, assured","From Middle English sanguine, borrowed from Old French sanguin, ultimately from Latin sanguineus (“of blood”), from sanguis (“blood”), of uncertain origin, perhaps Proto-Indo-European *h₁sh₂-én-, from *h₁ésh₂r̥ (“blood”). Doublet of sanguineous.
",[ADJ],"If you are sanguine about something, you are cheerful and confident that things will happen in the way you want them to.",
consummate,(결혼식 후) 첫날밤을 치르다[성관계를 하다],完美无缺的；圆满的,,/ˈkɒns(j)əmeɪt/,,"conclude, finish, accomplish, achieve","From Latin consummatus, past participle of consummare (“to sum up, finish, complete”), from com- (“together”) + summa (“the sum”) (see sum, summation).
",[ADJ],You use consummate to describe someone who is extremely skilful.,
mainstay,(무엇의 존재·성공을 가능하게 하는) 중심[대들보/기둥],支柱;中流砥柱,,/ˈmeɪnsteɪ/,,"centrepiece, prop, linchpin, cornerstone, pillar, bulwark, buttress, chief support, backbone, anchor, foundation, base, bastion","From Middle English main stai, equivalent to main +‎ stay (“rope”).
",[NOUN],"If you describe something as the mainstay of a particular thing, you mean that it is the most basic part of it.",
conducive,~에 좋은(어떤 일이 일어나기 쉽게 한다는 의미로),有利的，有助的，有益的,,/kənˈdjuːsɪv/,,"helpful to, instrumental in, calculated to produce, productive of, useful for","conduce +‎ -ive, 1640s[1], from Latin condūcere, patterned after forms like conductive.[2]
",[ADJ],"If one thing is conducive to another thing, it makes the other thing likely to happen.",
aviation,항공(술),航空（学）；飞行（术）；航空工业,,/eɪvɪˈeɪʃ(ə)n/,,"flying, air transport, aerial navigation, aeronautics","Borrowed from French aviation, from Latin avis (“bird”), from Proto-Indo-European *awi- (“bird”).
",[NOUN],Aviation is the operation and production of aircraft.,
bromide,브롬화물(과거엔 진정제로 쓰였음),溴化物镇静剂,,/ˈbrəʊmʌɪd/,,"truism, commonplace, banal saying, hackneyed saying, overworked saying, trite saying, banality, old chestnut","From brom(ine) + -ide. First used in the sense “dull person” by Gelett Burgess.[1]
",[NOUN],Bromide is a drug which used to be given to people to calm their nerves when they were worried or upset.,
dilate,"확장[팽창]하다[시키다], 키우다[커지다]",（使身体的一部分）扩张，展开,,/dʌɪˈleɪt/,,"become larger, widen, become wider, expand, distend, swell","From Middle French dilater, from Latin dīlātō (“I spread out”), from di- (variant of dis-) + latus (“wide”).
",[VERB],"When things such as blood vessels or the pupils of your eyes dilate or when something dilates them, they become wider or bigger.",
accelerant,"촉진제, 촉매",催速（催化；加速；促进；促凝；触媒）剂,,/əkˈsɛlərənt/,,,"First attested in 1854.
accelerate +‎ -ant",[NOUN],another name for accelerator (sense 3),
mitigate,완화[경감]시키다,使缓和；减轻（危害等）,,/ˈmɪtɪɡeɪt/,,,"Borrowed from Latin mītigātus, from mītigō, from mītis (“gentle, mild, ripe”) + agō (“do, make”), from Proto-Indo-European *meh₁i- (“mild, soft”).[1]
",[VERB],"To mitigate something means to make it less unpleasant, serious, or painful.",
magnanimous,(특히 적이나 경쟁자에게) 도량이 넓은[너그러운],（对敌人或失败者）宽宏大量的，大度的,,/maɡˈnanɪməs/,,"charitable, benevolent, beneficent, open-handed, big-hearted, great-hearted, munificent, bountiful, liberal, handsome, princely, altruistic, kind, kindly, philanthropic, chivalrous, noble","From Latin magnanimus, from magnus (“great”) + animus (“soul, mind”).
",[ADJ],"If you are magnanimous, you behave kindly and generously towards someone, especially after defeating them or being treated badly by them.",
seminal,(앞으로 전개될 일에) 중대한[영향력이 큰],具有开拓性的；有深远影响的,,/ˈsɛmɪn(ə)l/,,"formative, groundbreaking, pioneering, original, creative, innovative","From Middle English seminal, semynal, from Old French seminal, seminale, from Latin sēminālis.
",[ADJ],"Seminal is used to describe things such as books, works, events, and experiences that have a great influence in a particular field.",
avid,(흔히 취미에) 열심인[열렬한],渴望的；急切的；热衷的；干劲十足的,记忆技巧：av 渴望 + id …的 → 渴望的；贪婪的,/ˈavɪd/,,"eager, enthusiastic, ardent, passionate, devoted, dedicated, fervent, fervid, zealous, fanatical, voracious, insatiable","From French avide, from Latin avidus (“eager, desirous; greedy”), from aveō (“wish, desire, long for, crave”).
",[ADJ],You use avid to describe someone who is very enthusiastic about something that they do.,
cadaver,"시체, 사체",尸体，死尸,,/kəˈdɑːvə/,,"body, cadaver, carcass, skeleton","Recorded since c.1500, borrowed from Latin cadāver.
",[NOUN],A cadaver is a dead body.,
tantamount,(나쁜 효과가) ~와 마찬가지의[~에 상당하는],无异于;等于;效果与…一样坏,,/ˈtantəmaʊnt/,,"equal to, amounting to, as good as, more or less, synonymous with, virtually the same as, much the same as, comparable to, on a par with, commensurate with, along the lines of, as serious as, identical to","From Anglo-Norman tant amount, from amunter, from tant (“as much”) amonter (“to amount to”).
",[ADJ],"If you say that one thing is tantamount to a second, more serious thing, you are emphasizing how bad, unacceptable, or unfortunate the first thing is by comparing it to the second.",
